Location,Social Category,year,level,gender,drop out rate
Odisha,Overall,2020-21,primary,overall,0
Puducherry,General,2020-21,primary,overall,0
Puducherry,SC,2020-21,primary,overall,0
Puducherry,ST,2020-21,primary,overall,0
Puducherry,OBC,2020-21,primary,overall,0
Puducherry,Overall,2020-21,primary,overall,0
Punjab,General,2020-21,primary,overall,0
Punjab,SC,2020-21,primary,overall,0
Punjab,ST,2020-21,primary,overall,0
Punjab,OBC,2020-21,primary,overall,0
Punjab,Overall,2020-21,primary,overall,0
Rajasthan,General,2020-21,primary,overall,0
Rajasthan,SC,2020-21,primary,overall,1.07
Rajasthan,ST,2020-21,primary,overall,2.46
Rajasthan,OBC,2020-21,primary,overall,0.81
Rajasthan,Overall,2020-21,primary,overall,0.98
Sikkim,General,2020-21,primary,overall,4.48
Sikkim,SC,2020-21,primary,overall,0
Sikkim,ST,2020-21,primary,overall,0.96
Sikkim,OBC,2020-21,primary,overall,0.55
Sikkim,Overall,2020-21,primary,overall,1.22
Tamilnadu,General,2020-21,primary,overall,0
Tamilnadu,SC,2020-21,primary,overall,0.55
Tamilnadu,ST,2020-21,primary,overall,1.05
Tamilnadu,OBC,2020-21,primary,overall,5.95
Tamilnadu,Overall,2020-21,primary,overall,0.56
Telangana,General,2020-21,primary,overall,0
Telangana,SC,2020-21,primary,overall,0
Telangana,ST,2020-21,primary,overall,0
Telangana,OBC,2020-21,primary,overall,0
Telangana,Overall,2020-21,primary,overall,0
Tripura,General,2020-21,primary,overall,5.92
Tripura,SC,2020-21,primary,overall,2.84
Tripura,ST,2020-21,primary,overall,5.19
Tripura,OBC,2020-21,primary,overall,1.16
Tripura,Overall,2020-21,primary,overall,4.21
Uttarakhand,General,2020-21,primary,overall,0
Uttarakhand,SC,2020-21,primary,overall,2.73
Uttarakhand,ST,2020-21,primary,overall,0.26
Uttarakhand,OBC,2020-21,primary,overall,4.41
Uttarakhand,Overall,2020-21,primary,overall,1.73
Uttar Pradesh,General,2020-21,primary,overall,0.78
Uttar Pradesh,SC,2020-21,primary,overall,2
Uttar Pradesh,ST,2020-21,primary,overall,0
Uttar Pradesh,OBC,2020-21,primary,overall,2.84
Uttar Pradesh,Overall,2020-21,primary,overall,2.19
West Bengal,General,2020-21,primary,overall,0
West Bengal,SC,2020-21,primary,overall,0.73
West Bengal,ST,2020-21,primary,overall,4.66
West Bengal,OBC,2020-21,primary,overall,0
West Bengal,Overall,2020-21,primary,overall,0
All India,Overall,2020-21,primary,overall,0.76
Andaman & Nicobar Islands,General,2021-22,primary,overall,0
Andaman & Nicobar Islands,SC,2021-22,primary,overall,97.35
Andaman & Nicobar Islands,ST,2021-22,primary,overall,1.44
Andaman & Nicobar Islands,OBC,2021-22,primary,overall,0
Andaman & Nicobar Islands,Overall,2021-22,primary,overall,0.51
Andhra Pradesh,General,2021-22,primary,overall,0
Andhra Pradesh,SC,2021-22,primary,overall,0
Andhra Pradesh,ST,2021-22,primary,overall,0.14
Andhra Pradesh,OBC,2021-22,primary,overall,0
Andhra Pradesh,Overall,2021-22,primary,overall,0
Arunachal Pradesh,General,2021-22,primary,overall,5.43
Arunachal Pradesh,SC,2021-22,primary,overall,13.42
Arunachal Pradesh,ST,2021-22,primary,overall,6.08
Arunachal Pradesh,OBC,2021-22,primary,overall,11.63
Arunachal Pradesh,Overall,2021-22,primary,overall,6.22
Assam,General,2021-22,primary,overall,4.44
Assam,SC,2021-22,primary,overall,3.12
Assam,ST,2021-22,primary,overall,5.26
Assam,OBC,2021-22,primary,overall,3.91
Assam,Overall,2021-22,primary,overall,4.31
Bihar,General,2021-22,primary,overall,4.04
Bihar,SC,2021-22,primary,overall,1.96
Bihar,ST,2021-22,primary,overall,9.9
Bihar,OBC,2021-22,primary,overall,1.6
Bihar,Overall,2021-22,primary,overall,2.28
Chandigarh,General,2021-22,primary,overall,0
Chandigarh,SC,2021-22,primary,overall,0
Chandigarh,ST,2021-22,primary,overall,0
Chandigarh,OBC,2021-22,primary,overall,0
Chandigarh,Overall,2021-22,primary,overall,0
Chhattisgarh,General,2021-22,primary,overall,0
Chhattisgarh,SC,2021-22,primary,overall,0
Chhattisgarh,ST,2021-22,primary,overall,3.16
Chhattisgarh,OBC,2021-22,primary,overall,0.54
Chhattisgarh,Overall,2021-22,primary,overall,1.02
Dadra & Nagar Haveli,General,2021-22,primary,overall,0
Dadra & Nagar Haveli,SC,2021-22,primary,overall,0
Dadra & Nagar Haveli,ST,2021-22,primary,overall,0.07
Dadra & Nagar Haveli,OBC,2021-22,primary,overall,0
Dadra & Nagar Haveli,Overall,2021-22,primary,overall,0
Daman & Diu,General,2021-22,primary,overall,0.25
Daman & Diu,SC,2021-22,primary,overall,0
Daman & Diu,ST,2021-22,primary,overall,0
Daman & Diu,OBC,2021-22,primary,overall,0
Daman & Diu,Overall,2021-22,primary,overall,0
Delhi,General,2021-22,primary,overall,0
Delhi,SC,2021-22,primary,overall,0
Delhi,ST,2021-22,primary,overall,2.71
Delhi,OBC,2021-22,primary,overall,0
Delhi,Overall,2021-22,primary,overall,0
Goa,General,2021-22,primary,overall,1.52
Goa,SC,2021-22,primary,overall,0
Goa,ST,2021-22,primary,overall,0
Goa,OBC,2021-22,primary,overall,0
Goa,Overall,2021-22,primary,overall,0.27
Gujarat,General,2021-22,primary,overall,1.45
Gujarat,SC,2021-22,primary,overall,0
Gujarat,ST,2021-22,primary,overall,2.34
Gujarat,OBC,2021-22,primary,overall,0.38
Gujarat,Overall,2021-22,primary,overall,0.96
Haryana,General,2021-22,primary,overall,0
Haryana,SC,2021-22,primary,overall,0
Haryana,ST,2021-22,primary,overall,0
Haryana,OBC,2021-22,primary,overall,0
Haryana,Overall,2021-22,primary,overall,0
Himachal Pradesh,General,2021-22,primary,overall,1.39
Himachal Pradesh,SC,2021-22,primary,overall,0.63
Himachal Pradesh,ST,2021-22,primary,overall,0.88
Himachal Pradesh,OBC,2021-22,primary,overall,0
Himachal Pradesh,Overall,2021-22,primary,overall,0.86
Jammu & Kashmir,General,2021-22,primary,overall,2.42
Jammu & Kashmir,SC,2021-22,primary,overall,3.79
Jammu & Kashmir,ST,2021-22,primary,overall,19.03
Jammu & Kashmir,OBC,2021-22,primary,overall,9.76
Jammu & Kashmir,Overall,2021-22,primary,overall,5.86
Jharkhand,General,2021-22,primary,overall,9.69
Jharkhand,SC,2021-22,primary,overall,11.05
Jharkhand,ST,2021-22,primary,overall,6.51
Jharkhand,OBC,2021-22,primary,overall,3.81
Jharkhand,Overall,2021-22,primary,overall,6.34
Karnataka,General,2021-22,primary,overall,4.82
Karnataka,SC,2021-22,primary,overall,0.9
Karnataka,ST,2021-22,primary,overall,1.11
Karnataka,OBC,2021-22,primary,overall,0.54
Karnataka,Overall,2021-22,primary,overall,1.18
Kerala,General,2021-22,primary,overall,1.49
Kerala,SC,2021-22,primary,overall,0
Kerala,ST,2021-22,primary,overall,6.18
Kerala,OBC,2021-22,primary,overall,0
Kerala,Overall,2021-22,primary,overall,0
Ladakh,General,2021-22,primary,overall,0
Ladakh,SC,2021-22,primary,overall,0
Ladakh,ST,2021-22,primary,overall,0
Ladakh,OBC,2021-22,primary,overall,0
Ladakh,Overall,2021-22,primary,overall,0
Lakshadweep,General,2021-22,primary,overall,0
Lakshadweep,SC,2021-22,primary,overall,0
Lakshadweep,ST,2021-22,primary,overall,0
Lakshadweep,OBC,2021-22,primary,overall,0
Lakshadweep,Overall,2021-22,primary,overall,0
Madhya Pradesh,General,2021-22,primary,overall,0
Madhya Pradesh,SC,2021-22,primary,overall,2.18
Madhya Pradesh,ST,2021-22,primary,overall,3.68
Madhya Pradesh,OBC,2021-22,primary,overall,0.41
Madhya Pradesh,Overall,2021-22,primary,overall,0.78
Maharashtra,General,2021-22,primary,overall,0
Maharashtra,SC,2021-22,primary,overall,0
Maharashtra,ST,2021-22,primary,overall,0
Maharashtra,OBC,2021-22,primary,overall,0.66
Maharashtra,Overall,2021-22,primary,overall,0.02
Manipur,General,2021-22,primary,overall,5.93
Manipur,SC,2021-22,primary,overall,3.92
Manipur,ST,2021-22,primary,overall,13.76
Manipur,OBC,2021-22,primary,overall,3.57
Manipur,Overall,2021-22,primary,overall,8.77
Meghalaya,General,2021-22,primary,overall,1.79
Meghalaya,SC,2021-22,primary,overall,9.5
Meghalaya,ST,2021-22,primary,overall,7.47
Meghalaya,OBC,2021-22,primary,overall,0
Meghalaya,Overall,2021-22,primary,overall,7.02
Mizoram,General,2021-22,primary,overall,12.87
Mizoram,SC,2021-22,primary,overall,0
Mizoram,ST,2021-22,primary,overall,7.78
Mizoram,OBC,2021-22,primary,overall,58.19
Mizoram,Overall,2021-22,primary,overall,7.8
Nagaland,General,2021-22,primary,overall,18.96
Nagaland,SC,2021-22,primary,overall,0
Nagaland,ST,2021-22,primary,overall,3.46
Nagaland,OBC,2021-22,primary,overall,0
Nagaland,Overall,2021-22,primary,overall,4.22
Odisha,General,2021-22,primary,overall,0
Odisha,SC,2021-22,primary,overall,0.48
Odisha,ST,2021-22,primary,overall,4.27
Odisha,OBC,2021-22,primary,overall,0
Odisha,Overall,2021-22,primary,overall,0.82
Puducherry,General,2021-22,primary,overall,0
Puducherry,SC,2021-22,primary,overall,0
Puducherry,ST,2021-22,primary,overall,0
Puducherry,OBC,2021-22,primary,overall,0
Puducherry,Overall,2021-22,primary,overall,0
Punjab,General,2021-22,primary,overall,0
Punjab,SC,2021-22,primary,overall,0
Punjab,ST,2021-22,primary,overall,0
Punjab,OBC,2021-22,primary,overall,0
Punjab,Overall,2021-22,primary,overall,0
Rajasthan,General,2021-22,primary,overall,1.75
Rajasthan,SC,2021-22,primary,overall,2.88
Rajasthan,ST,2021-22,primary,overall,4.81
Rajasthan,OBC,2021-22,primary,overall,2.51
Rajasthan,Overall,2021-22,primary,overall,2.85
Sikkim,General,2021-22,primary,overall,3.57
Sikkim,SC,2021-22,primary,overall,0.92
Sikkim,ST,2021-22,primary,overall,2.27
Sikkim,OBC,2021-22,primary,overall,0
Sikkim,Overall,2021-22,primary,overall,0
Tamilnadu,General,2021-22,primary,overall,0.08
Tamilnadu,SC,2021-22,primary,overall,1.45
Tamilnadu,ST,2021-22,primary,overall,3.47
Tamilnadu,OBC,2021-22,primary,overall,1
Tamilnadu,Overall,2021-22,primary,overall,1.12
Telangana,General,2021-22,primary,overall,0
Telangana,SC,2021-22,primary,overall,0
Telangana,ST,2021-22,primary,overall,1.18
Telangana,OBC,2021-22,primary,overall,0
Telangana,Overall,2021-22,primary,overall,0
Tripura,General,2021-22,primary,overall,6.41
Tripura,SC,2021-22,primary,overall,0
Tripura,ST,2021-22,primary,overall,3.26
Tripura,OBC,2021-22,primary,overall,0
Tripura,Overall,2021-22,primary,overall,2
Uttarakhand,General,2021-22,primary,overall,0.28
Uttarakhand,SC,2021-22,primary,overall,3.15
Uttarakhand,ST,2021-22,primary,overall,0.26
Uttarakhand,OBC,2021-22,primary,overall,5.31
Uttarakhand,Overall,2021-22,primary,overall,2.47
Uttar Pradesh,General,2021-22,primary,overall,0
Uttar Pradesh,SC,2021-22,primary,overall,2.59
Uttar Pradesh,ST,2021-22,primary,overall,2.24
Uttar Pradesh,OBC,2021-22,primary,overall,3.66
Uttar Pradesh,Overall,2021-22,primary,overall,2.65
West Bengal,General,2021-22,primary,overall,1.26
West Bengal,SC,2021-22,primary,overall,3.41
West Bengal,ST,2021-22,primary,overall,1.71
West Bengal,OBC,2021-22,primary,overall,0
West Bengal,Overall,2021-22,primary,overall,0.63
All India,Overall,2021-22,primary,overall,1.48
,,,,,
Andaman & Nicobar Islands,General,2014-15,upper primary,girls,4.27
Andaman & Nicobar Islands,SC,2014-15,upper primary,girls,0
Andaman & Nicobar Islands,ST,2014-15,upper primary,girls,0.61
Andaman & Nicobar Islands,OBC,2014-15,upper primary,girls,0
Andaman & Nicobar Islands,Overall,2014-15,upper primary,girls,1.54
Andhra Pradesh,General,2014-15,upper primary,girls,45.29
Andhra Pradesh,SC,2014-15,upper primary,girls,45.07
Andhra Pradesh,ST,2014-15,upper primary,girls,62.73
Andhra Pradesh,OBC,2014-15,upper primary,girls,47.24
Andhra Pradesh,Overall,2014-15,upper primary,girls,47.58
Arunachal Pradesh,General,2014-15,upper primary,girls,7.5
Arunachal Pradesh,SC,2014-15,upper primary,girls,57.96
Arunachal Pradesh,ST,2014-15,upper primary,girls,6.11
Arunachal Pradesh,OBC,2014-15,upper primary,girls,3.38
Arunachal Pradesh,Overall,2014-15,upper primary,girls,6.74
Assam,General,2014-15,upper primary,girls,9.61
Assam,SC,2014-15,upper primary,girls,4.5
Assam,ST,2014-15,upper primary,girls,4.57
Assam,OBC,2014-15,upper primary,girls,2.44
Assam,Overall,2014-15,upper primary,girls,6.54
Bihar,General,2014-15,upper primary,girls,0
Bihar,SC,2014-15,upper primary,girls,5.99
Bihar,ST,2014-15,upper primary,girls,6.9
Bihar,OBC,2014-15,upper primary,girls,3.35
Bihar,Overall,2014-15,upper primary,girls,3.19
Chandigarh,General,2014-15,upper primary,girls,2.37
Chandigarh,SC,2014-15,upper primary,girls,0
Chandigarh,ST,2014-15,upper primary,girls,11.54
Chandigarh,OBC,2014-15,upper primary,girls,0
Chandigarh,Overall,2014-15,upper primary,girls,1.54
Chhattisgarh,General,2014-15,upper primary,girls,0
Chhattisgarh,SC,2014-15,upper primary,girls,4.72
Chhattisgarh,ST,2014-15,upper primary,girls,5.61
Chhattisgarh,OBC,2014-15,upper primary,girls,2.3
Chhattisgarh,Overall,2014-15,upper primary,girls,3.51
Dadra & Nagar Haveli,General,2014-15,upper primary,girls,4.4
Dadra & Nagar Haveli,SC,2014-15,upper primary,girls,0
Dadra & Nagar Haveli,ST,2014-15,upper primary,girls,6.59
Dadra & Nagar Haveli,OBC,2014-15,upper primary,girls,0
Dadra & Nagar Haveli,Overall,2014-15,upper primary,girls,5.09
Daman & Diu,General,2014-15,upper primary,girls,4.95
Daman & Diu,SC,2014-15,upper primary,girls,4.63
Daman & Diu,ST,2014-15,upper primary,girls,0
Daman & Diu,OBC,2014-15,upper primary,girls,3.66
Daman & Diu,Overall,2014-15,upper primary,girls,3.72
Delhi,General,2014-15,upper primary,girls,4.41
Delhi,SC,2014-15,upper primary,girls,0
Delhi,ST,2014-15,upper primary,girls,0
Delhi,OBC,2014-15,upper primary,girls,0
Delhi,Overall,2014-15,upper primary,girls,2.37
Goa,General,2014-15,upper primary,girls,1.03
Goa,SC,2014-15,upper primary,girls,0
Goa,ST,2014-15,upper primary,girls,0
Goa,OBC,2014-15,upper primary,girls,0
Goa,Overall,2014-15,upper primary,girls,0
Gujarat,General,2014-15,upper primary,girls,4.27
Gujarat,SC,2014-15,upper primary,girls,5.56
Gujarat,ST,2014-15,upper primary,girls,10.07
Gujarat,OBC,2014-15,upper primary,girls,9.71
Gujarat,Overall,2014-15,upper primary,girls,8.04
Haryana,General,2014-15,upper primary,girls,1.47
Haryana,SC,2014-15,upper primary,girls,4.64
Haryana,ST,2014-15,upper primary,girls,0
Haryana,OBC,2014-15,upper primary,girls,4.3
Haryana,Overall,2014-15,upper primary,girls,3.25
Himachal Pradesh,General,2014-15,upper primary,girls,1.63
Himachal Pradesh,SC,2014-15,upper primary,girls,1.55
Himachal Pradesh,ST,2014-15,upper primary,girls,0
Himachal Pradesh,OBC,2014-15,upper primary,girls,0
Himachal Pradesh,Overall,2014-15,upper primary,girls,0.97
Jammu & Kashmir,General,2014-15,upper primary,girls,4.74
Jammu & Kashmir,SC,2014-15,upper primary,girls,3.46
Jammu & Kashmir,ST,2014-15,upper primary,girls,9.47
Jammu & Kashmir,OBC,2014-15,upper primary,girls,0
Jammu & Kashmir,Overall,2014-15,upper primary,girls,4.8
Jharkhand,General,2014-15,upper primary,girls,4.65
Jharkhand,SC,2014-15,upper primary,girls,9.31
Jharkhand,ST,2014-15,upper primary,girls,10
Jharkhand,OBC,2014-15,upper primary,girls,6.72
Jharkhand,Overall,2014-15,upper primary,girls,7.65
Karnataka,General,2014-15,upper primary,girls,0.35
Karnataka,SC,2014-15,upper primary,girls,2.83
Karnataka,ST,2014-15,upper primary,girls,3.87
Karnataka,OBC,2014-15,upper primary,girls,3.22
Karnataka,Overall,2014-15,upper primary,girls,2.73
Kerala,General,2014-15,upper primary,girls,0
Kerala,SC,2014-15,upper primary,girls,1.3
Kerala,ST,2014-15,upper primary,girls,0
Kerala,OBC,2014-15,upper primary,girls,0.19
Kerala,Overall,2014-15,upper primary,girls,0
Lakshadweep,General,2014-15,upper primary,girls,0
Lakshadweep,SC,2014-15,upper primary,girls,0
Lakshadweep,ST,2014-15,upper primary,girls,2.58
Lakshadweep,OBC,2014-15,upper primary,girls,7.69
Lakshadweep,Overall,2014-15,upper primary,girls,2.51
Madhya Pradesh,General,2014-15,upper primary,girls,11.67
Madhya Pradesh,SC,2014-15,upper primary,girls,15.73
Madhya Pradesh,ST,2014-15,upper primary,girls,16.74
Madhya Pradesh,OBC,2014-15,upper primary,girls,11.75
Madhya Pradesh,Overall,2014-15,upper primary,girls,13.57
Maharashtra,General,2014-15,upper primary,girls,0.83
Maharashtra,SC,2014-15,upper primary,girls,1.79
Maharashtra,ST,2014-15,upper primary,girls,4.97
Maharashtra,OBC,2014-15,upper primary,girls,1.11
Maharashtra,Overall,2014-15,upper primary,girls,1.5
Manipur,General,2014-15,upper primary,girls,5.13
Manipur,SC,2014-15,upper primary,girls,9.53
Manipur,ST,2014-15,upper primary,girls,4.88
Manipur,OBC,2014-15,upper primary,girls,10.62
Manipur,Overall,2014-15,upper primary,girls,6.55
Meghalaya,General,2014-15,upper primary,girls,13.13
Meghalaya,SC,2014-15,upper primary,girls,0
Meghalaya,ST,2014-15,upper primary,girls,6.9
Meghalaya,OBC,2014-15,upper primary,girls,13.44
Meghalaya,Overall,2014-15,upper primary,girls,7.28
Mizoram,General,2014-15,upper primary,girls,0
Mizoram,SC,2014-15,upper primary,girls,0
Mizoram,ST,2014-15,upper primary,girls,5.57
Mizoram,OBC,2014-15,upper primary,girls,63.74
Mizoram,Overall,2014-15,upper primary,girls,5.38
Nagaland,General,2014-15,upper primary,girls,1.05
Nagaland,SC,2014-15,upper primary,girls,88.83
Nagaland,ST,2014-15,upper primary,girls,18.28
Nagaland,OBC,2014-15,upper primary,girls,0
Nagaland,Overall,2014-15,upper primary,girls,17.63
Odisha,General,2014-15,upper primary,girls,2.47
Odisha,SC,2014-15,upper primary,girls,3.18
Odisha,ST,2014-15,upper primary,girls,7.51
Odisha,OBC,2014-15,upper primary,girls,0
Odisha,Overall,2014-15,upper primary,girls,2.48
Puducherry,General,2014-15,upper primary,girls,0
Puducherry,SC,2014-15,upper primary,girls,0.5
Puducherry,ST,2014-15,upper primary,girls,0
Puducherry,OBC,2014-15,upper primary,girls,2.95
Puducherry,Overall,2014-15,upper primary,girls,0.83
Punjab,General,2014-15,upper primary,girls,3.93
Punjab,SC,2014-15,upper primary,girls,3.71
Punjab,ST,2014-15,upper primary,girls,90.46
Punjab,OBC,2014-15,upper primary,girls,0
Punjab,Overall,2014-15,upper primary,girls,3.27
Rajasthan,General,2014-15,upper primary,girls,7.4
Rajasthan,SC,2014-15,upper primary,girls,9.34
Rajasthan,ST,2014-15,upper primary,girls,6.75
Rajasthan,OBC,2014-15,upper primary,girls,7.93
Rajasthan,Overall,2014-15,upper primary,girls,7.96
Sikkim,General,2014-15,upper primary,girls,12.79
Sikkim,SC,2014-15,upper primary,girls,8.8
Sikkim,ST,2014-15,upper primary,girls,2.33
Sikkim,OBC,2014-15,upper primary,girls,1.48
Sikkim,Overall,2014-15,upper primary,girls,3.98
Tamilnadu,General,2014-15,upper primary,girls,13.72
Tamilnadu,SC,2014-15,upper primary,girls,4.37
Tamilnadu,ST,2014-15,upper primary,girls,7.89
Tamilnadu,OBC,2014-15,upper primary,girls,4.17
Tamilnadu,Overall,2014-15,upper primary,girls,4.67
Telangana,General,2014-15,upper primary,girls,0
Telangana,SC,2014-15,upper primary,girls,0
Telangana,ST,2014-15,upper primary,girls,0
Telangana,OBC,2014-15,upper primary,girls,0
Telangana,Overall,2014-15,upper primary,girls,0
Tripura,General,2014-15,upper primary,girls,0.29
Tripura,SC,2014-15,upper primary,girls,1.92
Tripura,ST,2014-15,upper primary,girls,4.39
Tripura,OBC,2014-15,upper primary,girls,0.9
Tripura,Overall,2014-15,upper primary,girls,2.21
Uttarakhand,General,2014-15,upper primary,girls,0.17
Uttarakhand,SC,2014-15,upper primary,girls,2.99
Uttarakhand,ST,2014-15,upper primary,girls,6.94
Uttarakhand,OBC,2014-15,upper primary,girls,2.19
Uttarakhand,Overall,2014-15,upper primary,girls,1.57
Uttar Pradesh,General,2014-15,upper primary,girls,0
Uttar Pradesh,SC,2014-15,upper primary,girls,3.73
Uttar Pradesh,ST,2014-15,upper primary,girls,5.37
Uttar Pradesh,OBC,2014-15,upper primary,girls,4.24
Uttar Pradesh,Overall,2014-15,upper primary,girls,2.43
West Bengal,General,2014-15,upper primary,girls,5.12
West Bengal,SC,2014-15,upper primary,girls,3.49
West Bengal,ST,2014-15,upper primary,girls,7.84
West Bengal,OBC,2014-15,upper primary,girls,0
West Bengal,Overall,2014-15,upper primary,girls,3.1
